HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category	Approve	Reject
2RCC26DG67D1KUIZXZRCSK2KNS0E7A	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2OWEGDHDM25LV9WMHBXHIZ6PPFMDNB	A3CCO4SVP8T75H	Submitted	Tue Apr 03 13:11:56 GMT 2012	Tue Apr 03 13:11:58 GMT 2012	Sun Apr 08 06:11:58 PDT 2012				2	0% (0/0)	0% (0/0)	0% (0/0)	458	Germany	60	Ocalan was arrested in Italy at	Germany	's request&#44but Bonn has now dropped its request for his extradition and has jointly proposed with Italy that he be tried for terrorist crimes by a currently nonexistent international tribunal .	ORG	Categpory2		
2RCC26DG67D1KUIZXZRCSK2KNS0E7A	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2W6ZZ2MIKMN9HZC8GIZT0WXJE3M8PS	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 12:52:29 GMT 2012	Tue Apr 03 12:52:34 GMT 2012	Sun Apr 08 05:52:34 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	458	Germany	60	Ocalan was arrested in Italy at	Germany	's request&#44but Bonn has now dropped its request for his extradition and has jointly proposed with Italy that he be tried for terrorist crimes by a currently nonexistent international tribunal .	ORG	Categpory2		
2F5J92NJKM05YD6SCWPW6GTQIIP9EI	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			21FDWIOV1S7SAU0SY9S32DZ9YJQYJ3	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:32:04 GMT 2012	Tue Apr 03 13:32:15 GMT 2012	Sun Apr 08 06:32:15 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	459	Afghanistan	61	State Department memo&#44&#34 Gameplan for Polmil Strategy for Pakistan and	Afghanistan	&#44 &#34 Sept . 14&#442001 ( tasked by President Bush ) .	DOT	Categpory2		
2F5J92NJKM05YD6SCWPW6GTQIIP9EI	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			297YQS1CSTMO2OECAJ9C5EYEY8DPMZ	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:06:07 GMT 2012	Tue Apr 03 13:06:32 GMT 2012	Sun Apr 08 06:06:32 PDT 2012				25	0% (0/0)	0% (0/0)	0% (0/0)	459	Afghanistan	61	State Department memo&#44&#34 Gameplan for Polmil Strategy for Pakistan and	Afghanistan	&#44 &#34 Sept . 14&#442001 ( tasked by President Bush ) .	DOT	Category1		
2F5J92NJKM05YD6SCWPW6GTQIIP9EI	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2BKNQQ7Q6705OH7B56S2XQC28YPBVY	AWRAXV1RIYR0M	Submitted	Tue Apr 03 14:19:17 GMT 2012	Tue Apr 03 14:19:22 GMT 2012	Sun Apr 08 07:19:22 PDT 2012				5	0% (0/0)	0% (0/0)	0% (0/0)	459	Afghanistan	61	State Department memo&#44&#34 Gameplan for Polmil Strategy for Pakistan and	Afghanistan	&#44 &#34 Sept . 14&#442001 ( tasked by President Bush ) .	DOT	Categpory2		
2OKJENLVWJ5OC2NXDVQ82MWCG53S0P	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			25ZWGKCCVLL3Z1Q24W1PU4CAY1O5VA	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:01:13 GMT 2012	Tue Apr 03 13:01:42 GMT 2012	Sun Apr 08 06:01:42 PDT 2012				29	0% (0/0)	0% (0/0)	0% (0/0)	460	Europe	61	Liberals have been like the pre- Civil War Whigs&#44at least as rendered by Louis Hartz in his classic Liberal Tradition in America . The Whigs kept seeing the proles through the lens of	Europe	's old feudal societies&#44imagining that America 's lower orders wanted to seize property rather than acquire it .	DOT	Categpory2		
2OKJENLVWJ5OC2NXDVQ82MWCG53S0P	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2LYBFMFFOYYIGSGIXS7EWC0S880ZMC	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 14:31:10 GMT 2012	Tue Apr 03 14:35:53 GMT 2012	Sun Apr 08 07:35:53 PDT 2012				283	0% (0/0)	0% (0/0)	0% (0/0)	460	Europe	61	Liberals have been like the pre- Civil War Whigs&#44at least as rendered by Louis Hartz in his classic Liberal Tradition in America . The Whigs kept seeing the proles through the lens of	Europe	's old feudal societies&#44imagining that America 's lower orders wanted to seize property rather than acquire it .	DOT	Categpory2		
2OKJENLVWJ5OC2NXDVQ82MWCG53S0P	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2QXTYMNCWYB4W6WRA78X51JPY4TPL5	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:33:26 GMT 2012	Tue Apr 03 13:33:39 GMT 2012	Sun Apr 08 06:33:39 PDT 2012				13	0% (0/0)	0% (0/0)	0% (0/0)	460	Europe	61	Liberals have been like the pre- Civil War Whigs&#44at least as rendered by Louis Hartz in his classic Liberal Tradition in America . The Whigs kept seeing the proles through the lens of	Europe	's old feudal societies&#44imagining that America 's lower orders wanted to seize property rather than acquire it .	DOT	Categpory2		
238U6L5OBVCIOIKWMP9JJ7GVA1SGZL	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2IEZ9O9Z6KW4MDXYZWIRPFQ1ZZS3CW	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 13:53:42 GMT 2012	Tue Apr 03 13:54:02 GMT 2012	Sun Apr 08 06:54:02 PDT 2012				20	0% (0/0)	0% (0/0)	0% (0/0)	461	Germany	61	The Weimar Constitution in	Germany	found this to be a perfectly natural way of formulating the commitment to equality : All Germans are equal before the Law .	DOT	Category1		
238U6L5OBVCIOIKWMP9JJ7GVA1SGZL	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2YVW5XH0JPPS5T7XW4CST75LWY8FLU	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:44:01 GMT 2012	Tue Apr 03 13:44:13 GMT 2012	Sun Apr 08 06:44:13 PDT 2012				12	0% (0/0)	0% (0/0)	0% (0/0)	461	Germany	61	The Weimar Constitution in	Germany	found this to be a perfectly natural way of formulating the commitment to equality : All Germans are equal before the Law .	DOT	Category1		
238U6L5OBVCIOIKWMP9JJ7GVA1SGZL	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2Z0JVCNHMVHV736ZJGB2B4J8KW8204	A1C0X3AM7X75R9	Submitted	Tue Apr 03 15:09:06 GMT 2012	Tue Apr 03 15:09:17 GMT 2012	Sun Apr 08 08:09:17 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	461	Germany	61	The Weimar Constitution in	Germany	found this to be a perfectly natural way of formulating the commitment to equality : All Germans are equal before the Law .	DOT	Categpory2		
2162L92HECWATOQX6R3F4CP6TO4HIP	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2I3727M0IGFK44O5GUJVJ4VJZ63ZEH	AWRAXV1RIYR0M	Submitted	Tue Apr 03 13:56:22 GMT 2012	Tue Apr 03 13:56:37 GMT 2012	Sun Apr 08 06:56:37 PDT 2012				15	0% (0/0)	0% (0/0)	0% (0/0)	243	California	32	[ Quote from Bob Porter&#44director of Maintenance and Engineering Services in Fontana &#44	California	&#44 in the San Bernardino Sun&#44.	LOC	Category1		
2162L92HECWATOQX6R3F4CP6TO4HIP	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2N52AC9KSSZVKOPPMKLUOQOZRZYJ19	A1C0X3AM7X75R9	Submitted	Tue Apr 03 15:03:46 GMT 2012	Tue Apr 03 15:03:57 GMT 2012	Sun Apr 08 08:03:57 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	243	California	32	[ Quote from Bob Porter&#44director of Maintenance and Engineering Services in Fontana &#44	California	&#44 in the San Bernardino Sun&#44.	LOC	Category1		
2162L92HECWATOQX6R3F4CP6TO4HIP	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2TX1Y7QEOZFYDJOBA8DOJXRE3GMHE9	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:51:46 GMT 2012	Tue Apr 03 13:52:00 GMT 2012	Sun Apr 08 06:52:00 PDT 2012				14	0% (0/0)	0% (0/0)	0% (0/0)	243	California	32	[ Quote from Bob Porter&#44director of Maintenance and Engineering Services in Fontana &#44	California	&#44 in the San Bernardino Sun&#44.	LOC	Category1		
22XQ0ONNVRH178B8WVIBB6NWICYMVZ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			220SV7WGKCCV8CQBSIUMLAPRFN62S4	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:15:06 GMT 2012	Tue Apr 03 13:15:55 GMT 2012	Sun Apr 08 06:15:55 PDT 2012				49	0% (0/0)	0% (0/0)	0% (0/0)	462	Boston	61	For the past five years she has worked for Greater Boston Legal Services&#44based in	Boston	0	LOC	Category1		
22XQ0ONNVRH178B8WVIBB6NWICYMVZ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			247J51Y7QEOZ2PDRJRJTQOFY2P6CFN	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 14:47:18 GMT 2012	Tue Apr 03 14:47:24 GMT 2012	Sun Apr 08 07:47:24 PDT 2012				6	0% (0/0)	0% (0/0)	0% (0/0)	462	Boston	61	For the past five years she has worked for Greater Boston Legal Services&#44based in	Boston	0	LOC	Category1		
22XQ0ONNVRH178B8WVIBB6NWICYMVZ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2UG2L92HECWATOQX6R3F4CP6V9THII	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:51:56 GMT 2012	Tue Apr 03 13:52:05 GMT 2012	Sun Apr 08 06:52:05 PDT 2012				9	0% (0/0)	0% (0/0)	0% (0/0)	462	Boston	61	For the past five years she has worked for Greater Boston Legal Services&#44based in	Boston	0	LOC	Category1		
248Y2RCJK63ZI5QG9FBUMAQASCK6VA	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2BTK274J79KQJXO75JXU1FCEFH5FHT	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 14:14:06 GMT 2012	Tue Apr 03 14:14:17 GMT 2012	Sun Apr 08 07:14:17 PDT 2012				11	0% (0/0)	0% (0/0)	0% (0/0)	463	California	61	The nomination will be ratified at the August 2000 convention in	California	0	LOC	Category1		
248Y2RCJK63ZI5QG9FBUMAQASCK6VA	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2C55NQYN5F3QNA34BDDNGWYCFLY8C7	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 15:16:56 GMT 2012	Tue Apr 03 15:17:00 GMT 2012	Sun Apr 08 08:17:00 PDT 2012				4	0% (0/0)	0% (0/0)	0% (0/0)	463	California	61	The nomination will be ratified at the August 2000 convention in	California	0	LOC	Category1		
248Y2RCJK63ZI5QG9FBUMAQASCK6VA	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2F73Q0JG5TYMA3JXTJ0FDSSTS92FJR	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:38:05 GMT 2012	Tue Apr 03 13:38:12 GMT 2012	Sun Apr 08 06:38:12 PDT 2012				7	0% (0/0)	0% (0/0)	0% (0/0)	463	California	61	The nomination will be ratified at the August 2000 convention in	California	0	LOC	Category1		
2J845UUKQOYGA9J057ZOK011GJ9WEU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			240Y1THV8ER9LZGM2XDZWM5LQSJO16	A1BHMDRWW9ZYSO	Submitted	Tue Apr 03 12:45:08 GMT 2012	Tue Apr 03 12:46:49 GMT 2012	Sun Apr 08 05:46:49 PDT 2012				101	0% (0/0)	0% (0/0)	0% (0/0)	244	Europe	32	The westernmost territory of	Europe	was highly prized by North African Moors&#44who occupied it from the eighth to the 13 th centuries .	LOC	Category1		
2J845UUKQOYGA9J057ZOK011GJ9WEU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2KNKI62NJQ21UTM8R586FKLD6PZMUM	A3CCO4SVP8T75H	Submitted	Tue Apr 03 12:35:56 GMT 2012	Tue Apr 03 12:36:13 GMT 2012	Sun Apr 08 05:36:13 PDT 2012				17	0% (0/0)	0% (0/0)	0% (0/0)	244	Europe	32	The westernmost territory of	Europe	was highly prized by North African Moors&#44who occupied it from the eighth to the 13 th centuries .	LOC	Category1		
2J845UUKQOYGA9J057ZOK011GJ9WEU	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2TS11K274J797HJ5JNE4AUXGNP9FDH	AWRAXV1RIYR0M	Submitted	Tue Apr 03 13:58:25 GMT 2012	Tue Apr 03 13:58:42 GMT 2012	Sun Apr 08 06:58:42 PDT 2012				17	0% (0/0)	0% (0/0)	0% (0/0)	244	Europe	32	The westernmost territory of	Europe	was highly prized by North African Moors&#44who occupied it from the eighth to the 13 th centuries .	LOC	Category1		
27G2RCJK63ZV1U4QIZLIEQ9KUW5W78	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			22CMT6YTWX4HQ8POTJ49DGI7TVU1W9	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 13:48:08 GMT 2012	Tue Apr 03 13:48:23 GMT 2012	Sun Apr 08 06:48:23 PDT 2012				15	0% (0/0)	0% (0/0)	0% (0/0)	464	America	61	Claiming that	America	had declared war against God and his messenger&#44they called for the murder of any American&#44anywhere on earth&#44as the &#34 individual duty for every Muslim who can do it in any country in which it is possible to do it . &#34	ORG	Categpory2		
27G2RCJK63ZV1U4QIZLIEQ9KUW5W78	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2GMXFCD45XCEGE0R58BIR3TH0G5WY4	A3CCO4SVP8T75H	Submitted	Tue Apr 03 14:03:18 GMT 2012	Tue Apr 03 14:03:21 GMT 2012	Sun Apr 08 07:03:21 PDT 2012				3	0% (0/0)	0% (0/0)	0% (0/0)	464	America	61	Claiming that	America	had declared war against God and his messenger&#44they called for the murder of any American&#44anywhere on earth&#44as the &#34 individual duty for every Muslim who can do it in any country in which it is possible to do it . &#34	ORG	Categpory2		
27G2RCJK63ZV1U4QIZLIEQ9KUW5W78	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:15 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:15 GMT 2012			2T85TYMNCWYBR028A7JH111KZZTKOH	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:39:08 GMT 2012	Tue Apr 03 13:39:24 GMT 2012	Sun Apr 08 06:39:24 PDT 2012				16	0% (0/0)	0% (0/0)	0% (0/0)	464	America	61	Claiming that	America	had declared war against God and his messenger&#44they called for the murder of any American&#44anywhere on earth&#44as the &#34 individual duty for every Muslim who can do it in any country in which it is possible to do it . &#34	ORG	Categpory2		
2MTMJTUHYW2GGGWQSMJ50M17IP6JOQ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2EXUUKQOYGNIJSARQ370507T6RWYGM	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 12:24:47 GMT 2012	Tue Apr 03 12:24:55 GMT 2012	Sun Apr 08 05:24:55 PDT 2012				8	0% (0/0)	0% (0/0)	0% (0/0)	245	London	32	It would have been useful had the entry FOLK ETYMOLOGY included a reference to Folk Etymology&#44A Dictionary of Verbal Corruption or Words Perverted in Form and Meaning by False Derivations or Mistaken Analogy&#44Rev . A . Palmer Smyth&#44George Bell &amp; Sons [	London	]&#441882 .	LOC	Category1		
2MTMJTUHYW2GGGWQSMJ50M17IP6JOQ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2QB2D21O3W5X4R6O7792OYEQW43F99	A2T5CROJ0FWIJY	Submitted	Tue Apr 03 14:47:47 GMT 2012	Tue Apr 03 14:47:51 GMT 2012	Sun Apr 08 07:47:51 PDT 2012				4	0% (0/0)	0% (0/0)	0% (0/0)	245	London	32	It would have been useful had the entry FOLK ETYMOLOGY included a reference to Folk Etymology&#44A Dictionary of Verbal Corruption or Words Perverted in Form and Meaning by False Derivations or Mistaken Analogy&#44Rev . A . Palmer Smyth&#44George Bell &amp; Sons [	London	]&#441882 .	LOC	Category1		
2MTMJTUHYW2GGGWQSMJ50M17IP6JOQ	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2U91Q6SVQ8H8VDDTO0WOFVCJC2ON43	A1C0X3AM7X75R9	Submitted	Tue Apr 03 12:49:55 GMT 2012	Tue Apr 03 12:50:07 GMT 2012	Sun Apr 08 05:50:07 PDT 2012				12	0% (0/0)	0% (0/0)	0% (0/0)	245	London	32	It would have been useful had the entry FOLK ETYMOLOGY included a reference to Folk Etymology&#44A Dictionary of Verbal Corruption or Words Perverted in Form and Meaning by False Derivations or Mistaken Analogy&#44Rev . A . Palmer Smyth&#44George Bell &amp; Sons [	London	]&#441882 .	LOC	Category1		
22ESBRI8IUB2LLW71WJTPB3M96Q4GY	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			25CCJ011K2746YWJ8BX1CN4758ACAP	AWRAXV1RIYR0M	Submitted	Tue Apr 03 13:08:59 GMT 2012	Tue Apr 03 13:09:09 GMT 2012	Sun Apr 08 06:09:09 PDT 2012				10	0% (0/0)	0% (0/0)	0% (0/0)	246	America	32	Where King invoked	America	's promise&#44Malcolm underscored its betrayal .	ORG	Category3		
22ESBRI8IUB2LLW71WJTPB3M96Q4GY	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2JUHECWA6X3YB3ZEIRG5OXPUTZQMLE	A1LRRDBA84ITCJ	Submitted	Tue Apr 03 14:15:11 GMT 2012	Tue Apr 03 14:15:56 GMT 2012	Sun Apr 08 07:15:56 PDT 2012				45	0% (0/0)	0% (0/0)	0% (0/0)	246	America	32	Where King invoked	America	's promise&#44Malcolm underscored its betrayal .	ORG	Category1		
22ESBRI8IUB2LLW71WJTPB3M96Q4GY	23CTUHYW2GTPWIX6AKNM569YS3ILQ3	Location or organization	Recognize whether the name of a place, like for instance London, means "the place called London" or "the institutions in London"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.07	Tue Apr 03 12:22:29 GMT 2012	3	Department:Other	14400	432000	Tue Apr 10 12:22:29 GMT 2012			2UET6YTWX4H34TCAMS09KI6JU3C2XI	A1C0X3AM7X75R9	Submitted	Tue Apr 03 13:33:40 GMT 2012	Tue Apr 03 13:35:36 GMT 2012	Sun Apr 08 06:35:36 PDT 2012				116	0% (0/0)	0% (0/0)	0% (0/0)	246	America	32	Where King invoked	America	's promise&#44Malcolm underscored its betrayal .	ORG	Categpory2		
