HITId	WorkTimeInSeconds	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category
2TRKSSZVXX2QRWHT25FYKNIXJT25NA	78	212	invention	24	Another highlight of the last five centuries of geometry was the	invention	of non- Euclidean geometries ( 1823 - 1830 ) .	PROC	Category1
2TRKSSZVXX2QRWHT25FYKNIXJT25NA	7	212	invention	24	Another highlight of the last five centuries of geometry was the	invention	of non- Euclidean geometries ( 1823 - 1830 ) .	PROC	Category1
2TRKSSZVXX2QRWHT25FYKNIXJT25NA	5	212	invention	24	Another highlight of the last five centuries of geometry was the	invention	of non- Euclidean geometries ( 1823 - 1830 ) .	PROC	Category1
2QH6KW4ZMAZH4IEKX5RORNVSZ7TH8E	14	20	classification	3	For this purpose&#44a	classification	of worksharing types is proposed&#44with no requirement that the types be mutually exclusive .	PROC	Category3
2QH6KW4ZMAZH4IEKX5RORNVSZ7TH8E	85	20	classification	3	For this purpose&#44a	classification	of worksharing types is proposed&#44with no requirement that the types be mutually exclusive .	PROC	Category1
2QH6KW4ZMAZH4IEKX5RORNVSZ7TH8E	19	20	classification	3	For this purpose&#44a	classification	of worksharing types is proposed&#44with no requirement that the types be mutually exclusive .	PROC	Categpory2
2QH6KW4ZMAZH4IEKX5RORNVSZ7TH8E	71	20	classification	3	For this purpose&#44a	classification	of worksharing types is proposed&#44with no requirement that the types be mutually exclusive .	PROC	Category1
2QH6KW4ZMAZH4IEKX5RORNVSZ7TH8E	17	20	classification	3	For this purpose&#44a	classification	of worksharing types is proposed&#44with no requirement that the types be mutually exclusive .	PROC	Category3
29DGULF395SWTE30X7UN2NJCGLBQCQ	20	21	construction	3	Traffic in the city is still in gridlock&#44stadium	construction	is behind schedule&#44and the Greek economy has yet to meet the requirements for monetary union&#44but government rhetoric is upbeat as both deadlines approach .	PROC	Categpory2
29DGULF395SWTE30X7UN2NJCGLBQCQ	10	21	construction	3	Traffic in the city is still in gridlock&#44stadium	construction	is behind schedule&#44and the Greek economy has yet to meet the requirements for monetary union&#44but government rhetoric is upbeat as both deadlines approach .	PROC	Category1
29DGULF395SWTE30X7UN2NJCGLBQCQ	14	21	construction	3	Traffic in the city is still in gridlock&#44stadium	construction	is behind schedule&#44and the Greek economy has yet to meet the requirements for monetary union&#44but government rhetoric is upbeat as both deadlines approach .	PROC	Category1
29DGULF395SWTE30X7UN2NJCGLBQCQ	52	21	construction	3	Traffic in the city is still in gridlock&#44stadium	construction	is behind schedule&#44and the Greek economy has yet to meet the requirements for monetary union&#44but government rhetoric is upbeat as both deadlines approach .	PROC	Category1
29DGULF395SWTE30X7UN2NJCGLBQCQ	81	21	construction	3	Traffic in the city is still in gridlock&#44stadium	construction	is behind schedule&#44and the Greek economy has yet to meet the requirements for monetary union&#44but government rhetoric is upbeat as both deadlines approach .	PROC	Categpory2
2SLQ39Z0B6UTBXG3WAJTZRKH721XMB	6	213	purchase	24	10 per pack surcharge specified in the bill will actually raise cigarette prices enough to significantly reduce cigarette	purchases	0	PROC	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH721XMB	76	213	purchase	24	10 per pack surcharge specified in the bill will actually raise cigarette prices enough to significantly reduce cigarette	purchases	0	PROC	Category1
2SLQ39Z0B6UTBXG3WAJTZRKH721XMB	29	213	purchase	24	10 per pack surcharge specified in the bill will actually raise cigarette prices enough to significantly reduce cigarette	purchases	0	PROC	Category3
2SLQ39Z0B6UTBXG3WAJTZRKH721XMB	18	213	purchase	24	10 per pack surcharge specified in the bill will actually raise cigarette prices enough to significantly reduce cigarette	purchases	0	PROC	Category3
2SLQ39Z0B6UTBXG3WAJTZRKH721XMB	12	213	purchase	24	10 per pack surcharge specified in the bill will actually raise cigarette prices enough to significantly reduce cigarette	purchases	0	PROC	Category3
2XANTL0XULRGAKYIL1DD15FQPTGO27	3	22	damage	3	For example&#44critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves&#44this seemed revolting&#44an invitation to brain	damage	0	RES	Categpory2
2XANTL0XULRGAKYIL1DD15FQPTGO27	16	22	damage	3	For example&#44critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves&#44this seemed revolting&#44an invitation to brain	damage	0	RES	Categpory2
2XANTL0XULRGAKYIL1DD15FQPTGO27	10	22	damage	3	For example&#44critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves&#44this seemed revolting&#44an invitation to brain	damage	0	RES	Categpory2
2XANTL0XULRGAKYIL1DD15FQPTGO27	74	22	damage	3	For example&#44critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves&#44this seemed revolting&#44an invitation to brain	damage	0	RES	Categpory2
2XANTL0XULRGAKYIL1DD15FQPTGO27	8	22	damage	3	For example&#44critics pilloried ultimate fighting because competitors fought with bare knuckles : To a nation accustomed to boxing gloves&#44this seemed revolting&#44an invitation to brain	damage	0	RES	Categpory2
256GQSCM6IAAPJ1HC9L04OQL2GEIIH	10	214	simulation	24	To better understand the reasons for the markedly different MEDACV performances of the four metrics on experimental replicates&#44we performed	simulations	0	PROC	Category3
256GQSCM6IAAPJ1HC9L04OQL2GEIIH	7	214	simulation	24	To better understand the reasons for the markedly different MEDACV performances of the four metrics on experimental replicates&#44we performed	simulations	0	PROC	Category1
256GQSCM6IAAPJ1HC9L04OQL2GEIIH	5	214	simulation	24	To better understand the reasons for the markedly different MEDACV performances of the four metrics on experimental replicates&#44we performed	simulations	0	PROC	Category1
256GQSCM6IAAPJ1HC9L04OQL2GEIIH	25	214	simulation	24	To better understand the reasons for the markedly different MEDACV performances of the four metrics on experimental replicates&#44we performed	simulations	0	PROC	Categpory2
256GQSCM6IAAPJ1HC9L04OQL2GEIIH	76	214	simulation	24	To better understand the reasons for the markedly different MEDACV performances of the four metrics on experimental replicates&#44we performed	simulations	0	PROC	Category1
2XNTYMNCWYB4W6WRA78X51JP5Y3LPA	16	23	discount	3	Similarly&#443 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	PROC	Categpory2
2XNTYMNCWYB4W6WRA78X51JP5Y3LPA	14	23	discount	3	Similarly&#443 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	PROC	Categpory2
2XNTYMNCWYB4W6WRA78X51JP5Y3LPA	77	23	discount	3	Similarly&#443 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	PROC	Categpory2
2XNTYMNCWYB4W6WRA78X51JP5Y3LPA	5	23	discount	3	Similarly&#443 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	PROC	Categpory2
2XNTYMNCWYB4W6WRA78X51JP5Y3LPA	7	23	discount	3	Similarly&#443 truckloads of mail weighing 3 ounces per piece get the same dropship	discount	as 1 truckload of mail weighing 1 ounce per piece .	PROC	Categpory2
20P9KQW618N4TLKEUSV51CEU5J2LNE	104	215	acquisition	25	In other words&#44I set aside $ 3 billion to pay for the	acquisition	of Company X&#44but in reality it only costs me $ 2 .	DOT	Category1
20P9KQW618N4TLKEUSV51CEU5J2LNE	6	215	acquisition	25	In other words&#44I set aside $ 3 billion to pay for the	acquisition	of Company X&#44but in reality it only costs me $ 2 .	DOT	Category1
20P9KQW618N4TLKEUSV51CEU5J2LNE	6	215	acquisition	25	In other words&#44I set aside $ 3 billion to pay for the	acquisition	of Company X&#44but in reality it only costs me $ 2 .	DOT	Category1
20P9KQW618N4TLKEUSV51CEU5J2LNE	6	215	acquisition	25	In other words&#44I set aside $ 3 billion to pay for the	acquisition	of Company X&#44but in reality it only costs me $ 2 .	DOT	Category1
20P9KQW618N4TLKEUSV51CEU5J2LNE	8	215	acquisition	25	In other words&#44I set aside $ 3 billion to pay for the	acquisition	of Company X&#44but in reality it only costs me $ 2 .	DOT	Category1
2MPDZKPFE4EG080LKKC8M9N0ECRG6T	5	216	classification	25	To gain greater confidence in deciphering organ-specific gene-expression patterns&#44gene-product	classification	focused on 326 probes with a more than fourfold ratio difference in signal intensities in at least one organ compared to the reference ( Figure 2 ) .	PROC	Categpory2
2MPDZKPFE4EG080LKKC8M9N0ECRG6T	6	216	classification	25	To gain greater confidence in deciphering organ-specific gene-expression patterns&#44gene-product	classification	focused on 326 probes with a more than fourfold ratio difference in signal intensities in at least one organ compared to the reference ( Figure 2 ) .	PROC	Category1
2MPDZKPFE4EG080LKKC8M9N0ECRG6T	15	216	classification	25	To gain greater confidence in deciphering organ-specific gene-expression patterns&#44gene-product	classification	focused on 326 probes with a more than fourfold ratio difference in signal intensities in at least one organ compared to the reference ( Figure 2 ) .	PROC	Category1
2MPDZKPFE4EG080LKKC8M9N0ECRG6T	46	216	classification	25	To gain greater confidence in deciphering organ-specific gene-expression patterns&#44gene-product	classification	focused on 326 probes with a more than fourfold ratio difference in signal intensities in at least one organ compared to the reference ( Figure 2 ) .	PROC	Category1
2MPDZKPFE4EG080LKKC8M9N0ECRG6T	75	216	classification	25	To gain greater confidence in deciphering organ-specific gene-expression patterns&#44gene-product	classification	focused on 326 probes with a more than fourfold ratio difference in signal intensities in at least one organ compared to the reference ( Figure 2 ) .	PROC	Category1
2QP46OQ1SNQQUHT6IKSQOCNSJ835P6	15	24	illustration	3	Darger produced a lot of his little-girl pictures by tracing comic strips or magazine	illustrations	( on occasion he cut pictures out and stuck them on the paintings directly ) .	RES	Categpory2
2QP46OQ1SNQQUHT6IKSQOCNSJ835P6	3	24	illustration	3	Darger produced a lot of his little-girl pictures by tracing comic strips or magazine	illustrations	( on occasion he cut pictures out and stuck them on the paintings directly ) .	RES	Categpory2
2QP46OQ1SNQQUHT6IKSQOCNSJ835P6	4	24	illustration	3	Darger produced a lot of his little-girl pictures by tracing comic strips or magazine	illustrations	( on occasion he cut pictures out and stuck them on the paintings directly ) .	RES	Categpory2
2QP46OQ1SNQQUHT6IKSQOCNSJ835P6	84	24	illustration	3	Darger produced a lot of his little-girl pictures by tracing comic strips or magazine	illustrations	( on occasion he cut pictures out and stuck them on the paintings directly ) .	RES	Category1
2QP46OQ1SNQQUHT6IKSQOCNSJ835P6	15	24	illustration	3	Darger produced a lot of his little-girl pictures by tracing comic strips or magazine	illustrations	( on occasion he cut pictures out and stuck them on the paintings directly ) .	RES	Categpory2
2V9ILKH1Q6SVDZ47Q1HUAL5PT1M0JG	88	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	Category1
2V9ILKH1Q6SVDZ47Q1HUAL5PT1M0JG	8	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	Category1
2V9ILKH1Q6SVDZ47Q1HUAL5PT1M0JG	3	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	Categpory2
2V9ILKH1Q6SVDZ47Q1HUAL5PT1M0JG	8	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	Category1
2V9ILKH1Q6SVDZ47Q1HUAL5PT1M0JG	17	217	construction	25	Yet I hope there may be general principles governing the self-consistent	construction	of any biosphere .	DOT	Categpory2
25RZ6KW4ZMAZ48EQ3UH0SNNW9NBG7S	7	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841&#44the son of an impoverished tailor and a dressmaker&#44Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	Categpory2
25RZ6KW4ZMAZ48EQ3UH0SNNW9NBG7S	72	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841&#44the son of an impoverished tailor and a dressmaker&#44Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	Category1
25RZ6KW4ZMAZ48EQ3UH0SNNW9NBG7S	19	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841&#44the son of an impoverished tailor and a dressmaker&#44Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	Category3
25RZ6KW4ZMAZ48EQ3UH0SNNW9NBG7S	3	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841&#44the son of an impoverished tailor and a dressmaker&#44Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	Categpory2
25RZ6KW4ZMAZ48EQ3UH0SNNW9NBG7S	10	25	imitation	3	Born in the porcelain manufacturing city of Limoges in 1841&#44the son of an impoverished tailor and a dressmaker&#44Renoir was apprenticed at age 13 to a porcelain painter in Paris whose firm specialized in	imitations	of Limoges ware .	RES	Categpory2
231TUHYW2GTPWIX6AKNM569ZAUPLQ1	17	26	instruction	3	Microsoft 's Windows 95 operating system contains more than 10 million lines of code&#44or	instructions	0	RES	Categpory2
231TUHYW2GTPWIX6AKNM569ZAUPLQ1	12	26	instruction	3	Microsoft 's Windows 95 operating system contains more than 10 million lines of code&#44or	instructions	0	RES	Category3
231TUHYW2GTPWIX6AKNM569ZAUPLQ1	6	26	instruction	3	Microsoft 's Windows 95 operating system contains more than 10 million lines of code&#44or	instructions	0	RES	Categpory2
231TUHYW2GTPWIX6AKNM569ZAUPLQ1	11	26	instruction	3	Microsoft 's Windows 95 operating system contains more than 10 million lines of code&#44or	instructions	0	RES	Categpory2
231TUHYW2GTPWIX6AKNM569ZAUPLQ1	131	26	instruction	3	Microsoft 's Windows 95 operating system contains more than 10 million lines of code&#44or	instructions	0	RES	Category1
25L3FDEY5COWNC3QHIZCVFLDO1XT2Y	2	218	illustration	25	The best	illustration	of the increase in power gained by the ratio method was the fact that that 20 differences were below the 5 % false detection rate ( by SAM ) when this method was used&#44whereas no differences below the 5 % false detection rate were found when the signal method was used .	PROC	Categpory2
25L3FDEY5COWNC3QHIZCVFLDO1XT2Y	52	218	illustration	25	The best	illustration	of the increase in power gained by the ratio method was the fact that that 20 differences were below the 5 % false detection rate ( by SAM ) when this method was used&#44whereas no differences below the 5 % false detection rate were found when the signal method was used .	PROC	Category1
25L3FDEY5COWNC3QHIZCVFLDO1XT2Y	13	218	illustration	25	The best	illustration	of the increase in power gained by the ratio method was the fact that that 20 differences were below the 5 % false detection rate ( by SAM ) when this method was used&#44whereas no differences below the 5 % false detection rate were found when the signal method was used .	PROC	Categpory2
25L3FDEY5COWNC3QHIZCVFLDO1XT2Y	79	218	illustration	25	The best	illustration	of the increase in power gained by the ratio method was the fact that that 20 differences were below the 5 % false detection rate ( by SAM ) when this method was used&#44whereas no differences below the 5 % false detection rate were found when the signal method was used .	PROC	Categpory2
25L3FDEY5COWNC3QHIZCVFLDO1XT2Y	12	218	illustration	25	The best	illustration	of the increase in power gained by the ratio method was the fact that that 20 differences were below the 5 % false detection rate ( by SAM ) when this method was used&#44whereas no differences below the 5 % false detection rate were found when the signal method was used .	PROC	Categpory2
2HZFL42J1LY5V2U1P1RIKFKIV7GO3I	4	27	reference	3	The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music	reference	book .	PROC	Categpory2
2HZFL42J1LY5V2U1P1RIKFKIV7GO3I	27	27	reference	3	The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music	reference	book .	PROC	Categpory2
2HZFL42J1LY5V2U1P1RIKFKIV7GO3I	3	27	reference	3	The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music	reference	book .	PROC	Categpory2
2HZFL42J1LY5V2U1P1RIKFKIV7GO3I	4	27	reference	3	The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music	reference	book .	PROC	Categpory2
2HZFL42J1LY5V2U1P1RIKFKIV7GO3I	87	27	reference	3	The WP reports that the Baltimore Sun has fired a music critic for lifting a paragraph from a music	reference	book .	PROC	Category1
2EXB0HFL42J18PS7TMT7Q0IHXQR0LI	3	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	Categpory2
2EXB0HFL42J18PS7TMT7Q0IHXQR0LI	106	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	Categpory2
2EXB0HFL42J18PS7TMT7Q0IHXQR0LI	15	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	Category3
2EXB0HFL42J18PS7TMT7Q0IHXQR0LI	97	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	Category1
2EXB0HFL42J18PS7TMT7Q0IHXQR0LI	264	28	simulation	3	COW was responsible for the RNA folding	simulations	and the data analysis .	PROC	Categpory2
2YJQ6SVQ8H889HH53KFBZCI29375OP	78	219	imitation	25	The way they did it was simple :	imitation	0	PROC	Categpory2
2YJQ6SVQ8H889HH53KFBZCI29375OP	7	219	imitation	25	The way they did it was simple :	imitation	0	PROC	Category1
2YJQ6SVQ8H889HH53KFBZCI29375OP	6	219	imitation	25	The way they did it was simple :	imitation	0	PROC	Categpory2
2YJQ6SVQ8H889HH53KFBZCI29375OP	6	219	imitation	25	The way they did it was simple :	imitation	0	PROC	Category1
2YJQ6SVQ8H889HH53KFBZCI29375OP	7	219	imitation	25	The way they did it was simple :	imitation	0	PROC	Category1
2WTNFSVGULF3WWFVO271JS3OGTT8MF	23	29	acquisition	4	Acquisition planning is the process of coordinating and integrating the efforts of personnel responsible for	acquisitions	0	DOT	Category3
2WTNFSVGULF3WWFVO271JS3OGTT8MF	82	29	acquisition	4	Acquisition planning is the process of coordinating and integrating the efforts of personnel responsible for	acquisitions	0	DOT	Categpory2
2WTNFSVGULF3WWFVO271JS3OGTT8MF	4	29	acquisition	4	Acquisition planning is the process of coordinating and integrating the efforts of personnel responsible for	acquisitions	0	DOT	Categpory2
2WTNFSVGULF3WWFVO271JS3OGTT8MF	8	29	acquisition	4	Acquisition planning is the process of coordinating and integrating the efforts of personnel responsible for	acquisitions	0	DOT	Category1
2WTNFSVGULF3WWFVO271JS3OGTT8MF	7	29	acquisition	4	Acquisition planning is the process of coordinating and integrating the efforts of personnel responsible for	acquisitions	0	DOT	Category3
22QI9NZW6HEZTF138BYTC69HCSBXNB	138	220	invention	25	Your brother-in-law 's counsel will argue that you may have an	invention	&#44 but its name is not a trademark&#44because a trademark cannot be an ordinary word&#44particularly a descriptive one&#44if that word is used in its ordinary sense .	RES	Categpory2
22QI9NZW6HEZTF138BYTC69HCSBXNB	67	220	invention	25	Your brother-in-law 's counsel will argue that you may have an	invention	&#44 but its name is not a trademark&#44because a trademark cannot be an ordinary word&#44particularly a descriptive one&#44if that word is used in its ordinary sense .	RES	Categpory2
22QI9NZW6HEZTF138BYTC69HCSBXNB	20	220	invention	25	Your brother-in-law 's counsel will argue that you may have an	invention	&#44 but its name is not a trademark&#44because a trademark cannot be an ordinary word&#44particularly a descriptive one&#44if that word is used in its ordinary sense .	RES	Categpory2
22QI9NZW6HEZTF138BYTC69HCSBXNB	18	220	invention	25	Your brother-in-law 's counsel will argue that you may have an	invention	&#44 but its name is not a trademark&#44because a trademark cannot be an ordinary word&#44particularly a descriptive one&#44if that word is used in its ordinary sense .	RES	Categpory2
22QI9NZW6HEZTF138BYTC69HCSBXNB	19	220	invention	25	Your brother-in-law 's counsel will argue that you may have an	invention	&#44 but its name is not a trademark&#44because a trademark cannot be an ordinary word&#44particularly a descriptive one&#44if that word is used in its ordinary sense .	RES	Categpory2
27IONNVRH1KHB01F9QY6RV9M22GXOQ	7	30	approval	4	USA Today and the Washington Post lead with the House and Senate	approval	of a $ 792 billion tax cut ( dispensed over 10 years ) .	PROC	Category1
27IONNVRH1KHB01F9QY6RV9M22GXOQ	11	30	approval	4	USA Today and the Washington Post lead with the House and Senate	approval	of a $ 792 billion tax cut ( dispensed over 10 years ) .	PROC	Category3
27IONNVRH1KHB01F9QY6RV9M22GXOQ	3	30	approval	4	USA Today and the Washington Post lead with the House and Senate	approval	of a $ 792 billion tax cut ( dispensed over 10 years ) .	PROC	Categpory2
27IONNVRH1KHB01F9QY6RV9M22GXOQ	22	30	approval	4	USA Today and the Washington Post lead with the House and Senate	approval	of a $ 792 billion tax cut ( dispensed over 10 years ) .	PROC	Category3
27IONNVRH1KHB01F9QY6RV9M22GXOQ	71	30	approval	4	USA Today and the Washington Post lead with the House and Senate	approval	of a $ 792 billion tax cut ( dispensed over 10 years ) .	PROC	Category1
217EIB9BAWLS9OCPNAOUH3MU9XJ2ZN	6	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	&#44 while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	Categpory2
217EIB9BAWLS9OCPNAOUH3MU9XJ2ZN	22	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	&#44 while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	Categpory2
217EIB9BAWLS9OCPNAOUH3MU9XJ2ZN	4	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	&#44 while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	Categpory2
217EIB9BAWLS9OCPNAOUH3MU9XJ2ZN	69	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	&#44 while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	Category1
217EIB9BAWLS9OCPNAOUH3MU9XJ2ZN	143	221	reference	25	( In case you 're interested : Republicans kept the cigar	references	&#44 while Democrats managed to expurgate Lewinsky 's orgasm musings . )	RES	Categpory2
2AOS8SV7WGKCZM8KLR137MHB7WDQ0W	45	222	simulation	25	In a majority of the	simulations	from Model 7&#44Clest&#44gap&#44and gapPC failed to distinguish between one and two clusters&#44while the simple hart index performed well .	DOT	Categpory2
2AOS8SV7WGKCZM8KLR137MHB7WDQ0W	90	222	simulation	25	In a majority of the	simulations	from Model 7&#44Clest&#44gap&#44and gapPC failed to distinguish between one and two clusters&#44while the simple hart index performed well .	DOT	Category1
2AOS8SV7WGKCZM8KLR137MHB7WDQ0W	5	222	simulation	25	In a majority of the	simulations	from Model 7&#44Clest&#44gap&#44and gapPC failed to distinguish between one and two clusters&#44while the simple hart index performed well .	DOT	Categpory2
2AOS8SV7WGKCZM8KLR137MHB7WDQ0W	9	222	simulation	25	In a majority of the	simulations	from Model 7&#44Clest&#44gap&#44and gapPC failed to distinguish between one and two clusters&#44while the simple hart index performed well .	DOT	Categpory2
2AOS8SV7WGKCZM8KLR137MHB7WDQ0W	5	222	simulation	25	In a majority of the	simulations	from Model 7&#44Clest&#44gap&#44and gapPC failed to distinguish between one and two clusters&#44while the simple hart index performed well .	DOT	Category1
2P0UB2YU98JHFK8AL0RFFJ9J6HTAML	82	223	approval	26	Only about one-quarter of new drug	approvals	are rated by the United States Food and Drug Administration ( FDA ) to have therapeutic benefit over existing treatments ( NIHCM 2002 ; see Figure 1 ) .	RES	Category1
2P0UB2YU98JHFK8AL0RFFJ9J6HTAML	5	223	approval	26	Only about one-quarter of new drug	approvals	are rated by the United States Food and Drug Administration ( FDA ) to have therapeutic benefit over existing treatments ( NIHCM 2002 ; see Figure 1 ) .	RES	Categpory2
2P0UB2YU98JHFK8AL0RFFJ9J6HTAML	8	223	approval	26	Only about one-quarter of new drug	approvals	are rated by the United States Food and Drug Administration ( FDA ) to have therapeutic benefit over existing treatments ( NIHCM 2002 ; see Figure 1 ) .	RES	Categpory2
2P0UB2YU98JHFK8AL0RFFJ9J6HTAML	3	223	approval	26	Only about one-quarter of new drug	approvals	are rated by the United States Food and Drug Administration ( FDA ) to have therapeutic benefit over existing treatments ( NIHCM 2002 ; see Figure 1 ) .	RES	Category3
2P0UB2YU98JHFK8AL0RFFJ9J6HTAML	16	223	approval	26	Only about one-quarter of new drug	approvals	are rated by the United States Food and Drug Administration ( FDA ) to have therapeutic benefit over existing treatments ( NIHCM 2002 ; see Figure 1 ) .	RES	Category3
2CO6RLPHIT3HINXU2XX2RJQ3JDBH93	8	31	classification	4	The	classifications	&#34 I &#34 and &#34 II&#44&#34 respectively&#44are group I and II introns of undefined subtype .	RES	Categpory2
2CO6RLPHIT3HINXU2XX2RJQ3JDBH93	12	31	classification	4	The	classifications	&#34 I &#34 and &#34 II&#44&#34 respectively&#44are group I and II introns of undefined subtype .	RES	Categpory2
2CO6RLPHIT3HINXU2XX2RJQ3JDBH93	76	31	classification	4	The	classifications	&#34 I &#34 and &#34 II&#44&#34 respectively&#44are group I and II introns of undefined subtype .	RES	Category1
2CO6RLPHIT3HINXU2XX2RJQ3JDBH93	4	31	classification	4	The	classifications	&#34 I &#34 and &#34 II&#44&#34 respectively&#44are group I and II introns of undefined subtype .	RES	Categpory2
2CO6RLPHIT3HINXU2XX2RJQ3JDBH93	31	31	classification	4	The	classifications	&#34 I &#34 and &#34 II&#44&#34 respectively&#44are group I and II introns of undefined subtype .	RES	Categpory2
2PW4BLYHVI44BJPJ39ZDREZTTGYV1Y	9	224	classification	26	The	classification	of patients by stage of age-related maculopathy involves painstaking analysis of drusen size&#44number&#44area and morphology in several subcategories .	PROC	Category1
2PW4BLYHVI44BJPJ39ZDREZTTGYV1Y	3	224	classification	26	The	classification	of patients by stage of age-related maculopathy involves painstaking analysis of drusen size&#44number&#44area and morphology in several subcategories .	PROC	Category1
2PW4BLYHVI44BJPJ39ZDREZTTGYV1Y	71	224	classification	26	The	classification	of patients by stage of age-related maculopathy involves painstaking analysis of drusen size&#44number&#44area and morphology in several subcategories .	PROC	Category1
2PW4BLYHVI44BJPJ39ZDREZTTGYV1Y	3	224	classification	26	The	classification	of patients by stage of age-related maculopathy involves painstaking analysis of drusen size&#44number&#44area and morphology in several subcategories .	PROC	Categpory2
2PW4BLYHVI44BJPJ39ZDREZTTGYV1Y	11	224	classification	26	The	classification	of patients by stage of age-related maculopathy involves painstaking analysis of drusen size&#44number&#44area and morphology in several subcategories .	PROC	Category3
2FE2GTP9RA7SSN90OOPSSF711SRVQU	20	32	construction	4	Postoccupancy evaluation Based on a review of the	construction	&#44 startup&#44and ongoing functioning of the facility&#44could any unexpected difficulty have been avoided by a different design approach ?	PROC	Category3
2FE2GTP9RA7SSN90OOPSSF711SRVQU	88	32	construction	4	Postoccupancy evaluation Based on a review of the	construction	&#44 startup&#44and ongoing functioning of the facility&#44could any unexpected difficulty have been avoided by a different design approach ?	PROC	Category1
2FE2GTP9RA7SSN90OOPSSF711SRVQU	32	32	construction	4	Postoccupancy evaluation Based on a review of the	construction	&#44 startup&#44and ongoing functioning of the facility&#44could any unexpected difficulty have been avoided by a different design approach ?	PROC	Category3
2FE2GTP9RA7SSN90OOPSSF711SRVQU	7	32	construction	4	Postoccupancy evaluation Based on a review of the	construction	&#44 startup&#44and ongoing functioning of the facility&#44could any unexpected difficulty have been avoided by a different design approach ?	PROC	Category1
2FE2GTP9RA7SSN90OOPSSF711SRVQU	9	32	construction	4	Postoccupancy evaluation Based on a review of the	construction	&#44 startup&#44and ongoing functioning of the facility&#44could any unexpected difficulty have been avoided by a different design approach ?	PROC	Category1
2YYYQ4J3NAB6Y69EX3PYMT1U1LNQDQ	15	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	Category1
2YYYQ4J3NAB6Y69EX3PYMT1U1LNQDQ	9	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	Category1
2YYYQ4J3NAB6Y69EX3PYMT1U1LNQDQ	15	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	Categpory2
2YYYQ4J3NAB6Y69EX3PYMT1U1LNQDQ	79	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	Categpory2
2YYYQ4J3NAB6Y69EX3PYMT1U1LNQDQ	3	225	construction	26	They were unearthed on the spot during a 16 th-century	construction	project .	DOT	Categpory2
25KL92HECWA6KULNUR60GP5LFV3IJT	12	33	damage	4	This suggests that this agent can prevent oxidative stress induced RPE	damage	0	RES	Categpory2
