HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input_globalindex	Input_lemma	Input_lemmaindex	Input_lleftcontext	Input_lheadword	Input_lrightcontext	Input_gs_expert	Answer_Category	Approve	Reject
2AKD5NQYN5F3DR6FN8PMRCWZME27BM	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2AXBMJTUHYW23KC89PYS9WM2JVUIN6	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:24:45 GMT 2012	Mon Apr 23 16:24:52 GMT 2012	Sat Apr 28 09:24:52 PDT 2012	Tue Apr 24 08:05:12 PDT 2012			7	100% (346/346)	100% (346/346)	0% (0/0)	218	jar	28	The main street&#44Queen Street&#44pays tribute to the Anglo- Saxon myth with its clock tower&#44white clapboard and red-brick houses&#44the grand Prince of Wales Hotel&#44tea shops serving buns and buttered scones&#44and the lovingly restored Niagara Apothecary ( 1866 ) displaying old-fashioned medicine	jars	in walnut cabinets under ornamental crystal gaslights .	CONTAINER	Category2		
2AKD5NQYN5F3DR6FN8PMRCWZME27BM	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2NHGFL6VCPWZWIACEXFV5S7T0PVM71	A2HM35CWB7IIFM	Approved	Mon Apr 23 14:32:42 GMT 2012	Mon Apr 23 14:32:52 GMT 2012	Sat Apr 28 07:32:52 PDT 2012	Tue Apr 24 08:05:12 PDT 2012			10	100% (511/511)	100% (511/511)	0% (0/0)	218	jar	28	The main street&#44Queen Street&#44pays tribute to the Anglo- Saxon myth with its clock tower&#44white clapboard and red-brick houses&#44the grand Prince of Wales Hotel&#44tea shops serving buns and buttered scones&#44and the lovingly restored Niagara Apothecary ( 1866 ) displaying old-fashioned medicine	jars	in walnut cabinets under ornamental crystal gaslights .	CONTAINER	Category1		
2AKD5NQYN5F3DR6FN8PMRCWZME27BM	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2RGVR14IXKO280PGWRNAAX3Z1Y9A9W	A1IV0802ICNA0A	Approved	Mon Apr 23 16:32:13 GMT 2012	Mon Apr 23 16:32:21 GMT 2012	Sat Apr 28 09:32:21 PDT 2012	Tue Apr 24 08:05:12 PDT 2012			8	100% (253/253)	100% (253/253)	0% (0/0)	218	jar	28	The main street&#44Queen Street&#44pays tribute to the Anglo- Saxon myth with its clock tower&#44white clapboard and red-brick houses&#44the grand Prince of Wales Hotel&#44tea shops serving buns and buttered scones&#44and the lovingly restored Niagara Apothecary ( 1866 ) displaying old-fashioned medicine	jars	in walnut cabinets under ornamental crystal gaslights .	CONTAINER	Category1		
2AKD5NQYN5F3DR6FN8PMRCWZME27BM	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2RJRLFQ0ONNVE8OJZ30EKRB8J9MSJZ	A1LRRDBA84ITCJ	Approved	Mon Apr 23 15:43:03 GMT 2012	Mon Apr 23 15:43:08 GMT 2012	Sat Apr 28 08:43:08 PDT 2012	Tue Apr 24 08:05:12 PDT 2012			5	100% (966/966)	100% (463/463)	0% (0/0)	218	jar	28	The main street&#44Queen Street&#44pays tribute to the Anglo- Saxon myth with its clock tower&#44white clapboard and red-brick houses&#44the grand Prince of Wales Hotel&#44tea shops serving buns and buttered scones&#44and the lovingly restored Niagara Apothecary ( 1866 ) displaying old-fashioned medicine	jars	in walnut cabinets under ornamental crystal gaslights .	CONTAINER	Category1		
2YZRRLFQ0ONNII402WF9IGRCIGGIR5	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			29CPFE4EGDHD9TSKQX0N3W6IRL0J9I	A1IV0802ICNA0A	Approved	Mon Apr 23 16:10:49 GMT 2012	Mon Apr 23 16:10:57 GMT 2012	Sat Apr 28 09:10:57 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			8	100% (253/253)	100% (253/253)	0% (0/0)	219	kettle	28	There are	kettles	shaped like some of the major Platonic solids--cylinders&#44cones&#44and near-spheres .	CONTAINER	Category1		
2YZRRLFQ0ONNII402WF9IGRCIGGIR5	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2G5G67D1X3V02BNB6ZTJI1M826GBIA	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:16:37 GMT 2012	Mon Apr 23 16:16:41 GMT 2012	Sat Apr 28 09:16:41 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			4	100% (346/346)	100% (346/346)	0% (0/0)	219	kettle	28	There are	kettles	shaped like some of the major Platonic solids--cylinders&#44cones&#44and near-spheres .	CONTAINER	Category1		
2YZRRLFQ0ONNII402WF9IGRCIGGIR5	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2L5PGFL6VCPWM0EMVB9OZ1S859PL63	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:03:11 GMT 2012	Mon Apr 23 15:03:15 GMT 2012	Sat Apr 28 08:03:15 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			4	100% (511/511)	100% (511/511)	0% (0/0)	219	kettle	28	There are	kettles	shaped like some of the major Platonic solids--cylinders&#44cones&#44and near-spheres .	CONTAINER	Category1		
2YZRRLFQ0ONNII402WF9IGRCIGGIR5	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2NUAC9KSSZVXKTD3N9LKUOYH04E2KW	A11GFH66WMVKMB	Approved	Mon Apr 23 14:26:11 GMT 2012	Mon Apr 23 14:28:35 GMT 2012	Sat Apr 28 07:28:35 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			144	100% (896/896)	100% (896/896)	0% (0/0)	219	kettle	28	There are	kettles	shaped like some of the major Platonic solids--cylinders&#44cones&#44and near-spheres .	CONTAINER	Category1		
2YZRRLFQ0ONNII402WF9IGRCIGGIR5	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2QEMEGOOGQSC9X59SHJEMUUVDM7DD4	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:34:41 GMT 2012	Mon Apr 23 14:34:46 GMT 2012	Sat Apr 28 07:34:46 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			5	100% (966/966)	100% (463/463)	0% (0/0)	219	kettle	28	There are	kettles	shaped like some of the major Platonic solids--cylinders&#44cones&#44and near-spheres .	CONTAINER	Category1		
29D7WGKCCVLLQ3X2L18ATQ4DKXIU45	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			25OAVKI62NJQPSU1HO0QL6BLYYMSKY	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:43:07 GMT 2012	Mon Apr 23 15:43:18 GMT 2012	Sat Apr 28 08:43:18 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			11	100% (511/511)	100% (511/511)	0% (0/0)	220	vessel	28	New plasticware used for sample collection or organism exposure	vessels	does not require thorough cleaning before use .	CONTAINER	Category1		
29D7WGKCCVLLQ3X2L18ATQ4DKXIU45	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2CWE6AUBXHWS4Y2KROMB3WDSYJQ2YU	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:48:40 GMT 2012	Mon Apr 23 14:48:47 GMT 2012	Sat Apr 28 07:48:47 PDT 2012	Tue Apr 24 08:05:13 PDT 2012			7	100% (966/966)	100% (463/463)	0% (0/0)	220	vessel	28	New plasticware used for sample collection or organism exposure	vessels	does not require thorough cleaning before use .	CONTAINER	Category1		
29D7WGKCCVLLQ3X2L18ATQ4DKXIU45	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2CYDG67D1X3VN67ZU3B2NE1NKBFHAR	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:12:39 GMT 2012	Mon Apr 23 16:12:51 GMT 2012	Sat Apr 28 09:12:51 PDT 2012	Tue Apr 24 08:05:14 PDT 2012			12	100% (346/346)	100% (346/346)	0% (0/0)	220	vessel	28	New plasticware used for sample collection or organism exposure	vessels	does not require thorough cleaning before use .	CONTAINER	Category1		
29D7WGKCCVLLQ3X2L18ATQ4DKXIU45	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2E3LYHVI44OSPB8TQSEE3SBB2R33X7	A11GFH66WMVKMB	Approved	Mon Apr 23 15:48:17 GMT 2012	Mon Apr 23 15:50:48 GMT 2012	Sat Apr 28 08:50:48 PDT 2012	Tue Apr 24 08:05:14 PDT 2012			151	100% (896/896)	100% (896/896)	0% (0/0)	220	vessel	28	New plasticware used for sample collection or organism exposure	vessels	does not require thorough cleaning before use .	CONTAINER	Category2		
29D7WGKCCVLLQ3X2L18ATQ4DKXIU45	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2GJLPHIT3HVWXM7HOHEJU218FM9BJS	A1IV0802ICNA0A	Approved	Mon Apr 23 17:01:24 GMT 2012	Mon Apr 23 17:01:42 GMT 2012	Sat Apr 28 10:01:42 PDT 2012	Tue Apr 24 08:05:14 PDT 2012			18	100% (253/253)	100% (253/253)	0% (0/0)	220	vessel	28	New plasticware used for sample collection or organism exposure	vessels	does not require thorough cleaning before use .	CONTAINER	Category1		
2NDCPWZ9RNDW5FI0AMJN7DTH5BVRCB	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			26KBRI8IUB2YH0VIZ7KLF3L1SXD5H8	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:10:04 GMT 2012	Mon Apr 23 16:10:08 GMT 2012	Sat Apr 28 09:10:08 PDT 2012	Tue Apr 24 08:05:14 PDT 2012			4	100% (346/346)	100% (346/346)	0% (0/0)	221	bottle	29	Rioters threw stones &#44	bottles	&#44 and iron pieces at the police while policemen fired tear gas and used pistols&#44dogs&#44and horses to disperse the mob .	CONTAINER	Category1		
2NDCPWZ9RNDW5FI0AMJN7DTH5BVRCB	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2AGNNVRH1KHOW53QTMXNZ9LL9TCYP7	A2HM35CWB7IIFM	Approved	Mon Apr 23 13:57:44 GMT 2012	Mon Apr 23 13:58:42 GMT 2012	Sat Apr 28 06:58:42 PDT 2012	Tue Apr 24 08:05:14 PDT 2012			58	100% (511/511)	100% (511/511)	0% (0/0)	221	bottle	29	Rioters threw stones &#44	bottles	&#44 and iron pieces at the police while policemen fired tear gas and used pistols&#44dogs&#44and horses to disperse the mob .	CONTAINER	Category3		
2NDCPWZ9RNDW5FI0AMJN7DTH5BVRCB	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2OQ5COW0LGRZQZZQX036ZNU09ZJ7YM	A1IV0802ICNA0A	Approved	Mon Apr 23 15:55:48 GMT 2012	Mon Apr 23 15:55:57 GMT 2012	Sat Apr 28 08:55:57 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			9	100% (253/253)	100% (253/253)	0% (0/0)	221	bottle	29	Rioters threw stones &#44	bottles	&#44 and iron pieces at the police while policemen fired tear gas and used pistols&#44dogs&#44and horses to disperse the mob .	CONTAINER	Category1		
2NDCPWZ9RNDW5FI0AMJN7DTH5BVRCB	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2T12NJKM05BM6KHGGBTGXP9SNTIBGC	A1LRRDBA84ITCJ	Approved	Mon Apr 23 15:28:20 GMT 2012	Mon Apr 23 15:28:23 GMT 2012	Sat Apr 28 08:28:23 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			3	100% (966/966)	100% (463/463)	0% (0/0)	221	bottle	29	Rioters threw stones &#44	bottles	&#44 and iron pieces at the police while policemen fired tear gas and used pistols&#44dogs&#44and horses to disperse the mob .	CONTAINER	Category1		
2NDCPWZ9RNDW5FI0AMJN7DTH5BVRCB	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2WU5L8I9NZW645M56TVQ07T9JVWUK5	A11GFH66WMVKMB	Approved	Mon Apr 23 14:16:30 GMT 2012	Mon Apr 23 14:18:21 GMT 2012	Sat Apr 28 07:18:21 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			111	100% (896/896)	100% (896/896)	0% (0/0)	221	bottle	29	Rioters threw stones &#44	bottles	&#44 and iron pieces at the police while policemen fired tear gas and used pistols&#44dogs&#44and horses to disperse the mob .	CONTAINER	Category1		
24M6UXFCD45XZ5GMV7ETOIN44QHWUT	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			27MLRGNTBJ3M94K4X4YNA2KIOVI8UG	A11GFH66WMVKMB	Approved	Mon Apr 23 16:16:40 GMT 2012	Mon Apr 23 16:20:03 GMT 2012	Sat Apr 28 09:20:03 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			203	100% (896/896)	100% (896/896)	0% (0/0)	222	bucket	29	Let this groove lead to the bean field and guide the water spilled from the	bucket	such that it flows to water the bean field .	DOT	Category1		
24M6UXFCD45XZ5GMV7ETOIN44QHWUT	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2ERMAZHHRRLFDRBM5AIH5KHPM0BDMY	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:14:29 GMT 2012	Mon Apr 23 16:14:35 GMT 2012	Sat Apr 28 09:14:35 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			6	100% (346/346)	100% (346/346)	0% (0/0)	222	bucket	29	Let this groove lead to the bean field and guide the water spilled from the	bucket	such that it flows to water the bean field .	DOT	Category2		
24M6UXFCD45XZ5GMV7ETOIN44QHWUT	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2JJJ85OZIZEH91XO43FQ9EWQA7MAYD	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:19:57 GMT 2012	Mon Apr 23 15:20:09 GMT 2012	Sat Apr 28 08:20:09 PDT 2012	Tue Apr 24 08:05:15 PDT 2012			12	100% (511/511)	100% (511/511)	0% (0/0)	222	bucket	29	Let this groove lead to the bean field and guide the water spilled from the	bucket	such that it flows to water the bean field .	DOT	Category3		
24M6UXFCD45XZ5GMV7ETOIN44QHWUT	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2OFLVWJ5OPB0LM3YQDDWF7EQMGZV30	A36JZTUKQVV5S5	Approved	Mon Apr 23 16:24:09 GMT 2012	Mon Apr 23 16:25:09 GMT 2012	Sat Apr 28 09:25:09 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			60	100% (100/100)	100% (100/100)	0% (0/0)	222	bucket	29	Let this groove lead to the bean field and guide the water spilled from the	bucket	such that it flows to water the bean field .	DOT	Category2		
24M6UXFCD45XZ5GMV7ETOIN44QHWUT	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			2Z0JVCNHMVHV736ZJGB2B4J8M6C20U	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:59:22 GMT 2012	Mon Apr 23 14:59:29 GMT 2012	Sat Apr 28 07:59:29 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			7	100% (966/966)	100% (463/463)	0% (0/0)	222	bucket	29	Let this groove lead to the bean field and guide the water spilled from the	bucket	such that it flows to water the bean field .	DOT	Category1		
2F6CCF0CP5KXCK5M0XOYK4PNIXQWVI	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:47 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:47 GMT 2012			214JK63ZVE3HER7T0PH9NL5SG1KAZY	A1LRRDBA84ITCJ	Approved	Mon Apr 23 14:36:50 GMT 2012	Mon Apr 23 14:36:56 GMT 2012	Sat Apr 28 07:36:56 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			6	100% (966/966)	100% (463/463)	0% (0/0)	223	container	29	All non-disposable sample	containers	&#44 test vessels&#44tanks&#44and other equipment that has come in contact with effluent must be washed after use in the manner described below to remove surface contaminants as described below :	CONTAINER	Category1		
2F6CCF0CP5KXCK5M0XOYK4PNIXQWVI	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:47 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:47 GMT 2012			247J51Y7QEOZ2PDRJRJTQOFY4ZLFCR	A11GFH66WMVKMB	Approved	Mon Apr 23 16:02:19 GMT 2012	Mon Apr 23 16:05:13 GMT 2012	Sat Apr 28 09:05:13 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			174	100% (896/896)	100% (896/896)	0% (0/0)	223	container	29	All non-disposable sample	containers	&#44 test vessels&#44tanks&#44and other equipment that has come in contact with effluent must be washed after use in the manner described below to remove surface contaminants as described below :	CONTAINER	Category1		
2F6CCF0CP5KXCK5M0XOYK4PNIXQWVI	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:47 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:47 GMT 2012			25Y6RLPHIT3HINXU2XX2RJQ3ETXH9C	A36JZTUKQVV5S5	Approved	Mon Apr 23 16:12:39 GMT 2012	Mon Apr 23 16:12:49 GMT 2012	Sat Apr 28 09:12:49 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			10	100% (100/100)	100% (100/100)	0% (0/0)	223	container	29	All non-disposable sample	containers	&#44 test vessels&#44tanks&#44and other equipment that has come in contact with effluent must be washed after use in the manner described below to remove surface contaminants as described below :	CONTAINER	Category1		
2F6CCF0CP5KXCK5M0XOYK4PNIXQWVI	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:47 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:47 GMT 2012			2AGHOVR14IXKBT88KW5C0A6YGKK87D	AZG4GSFQRVYMQ	Approved	Mon Apr 23 16:26:17 GMT 2012	Mon Apr 23 16:26:22 GMT 2012	Sat Apr 28 09:26:22 PDT 2012	Tue Apr 24 08:05:16 PDT 2012			5	100% (346/346)	100% (346/346)	0% (0/0)	223	container	29	All non-disposable sample	containers	&#44 test vessels&#44tanks&#44and other equipment that has come in contact with effluent must be washed after use in the manner described below to remove surface contaminants as described below :	CONTAINER	Category1		
2F6CCF0CP5KXCK5M0XOYK4PNIXQWVI	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:47 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:47 GMT 2012			2YUL92HECWA6KULNUR60GP5LABGJIU	A2HM35CWB7IIFM	Approved	Mon Apr 23 15:07:04 GMT 2012	Mon Apr 23 15:07:11 GMT 2012	Sat Apr 28 08:07:11 PDT 2012	Tue Apr 24 08:05:17 PDT 2012			7	100% (511/511)	100% (511/511)	0% (0/0)	223	container	29	All non-disposable sample	containers	&#44 test vessels&#44tanks&#44and other equipment that has come in contact with effluent must be washed after use in the manner described below to remove surface contaminants as described below :	CONTAINER	Category1		
2HUOK2JE1M7P7BWK9BXO3AC1FVROVY	2FN98JHSTLB38R2A1O9OFJEJRTLRFS	Container or content	Recognize whether the name of an object, like for instance cup, means "the physical object cup" or "what is inside the cup"	categorization, named entity recognition, regular polysemy, container, content, word sense disambiguation	$0.07	Mon Apr 23 13:46:46 GMT 2012	5	Department:Other	21600	432000	Mon Apr 30 13:46:46 GMT 2012			254PWZ9RNDWIBMORP7E3HTGVEPUSDQ	A1IV0802ICNA0A	Approved	Mon Apr 23 16:23:36 GMT 2012	Mon Apr 23 16:23:43 GMT 2012	Sat Apr 28 09:23:43 PDT 2012	Tue Apr 24 08:05:17 PDT 2012			7	100% (253/253)	100% (253/253)	0% (0/0)	224	dish	29	[ 15 ] . Static cultures were housed in standard 100 mm style diameter plastic Petri	dishes	( actual diameter of the floor = 85 mm ) .	CONTAINER	Category1		
